Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
DIS,Walt Disney Co.,Consumer Services,2015,Balance Sheet,4300000000,848000000,4300000000,8000000000,1600000000,1300000000,15600000000,50000000000,-24800000000,35000000000,43200000000,88200000000,5500000000,4600000000,543000000,4500000000,16300000000,12800000000,-4100000000,2400000000,39500000000,-470000000,0,44500000000,44500000000,1600000000,469000000,0,DIS,2015,Income Statement,52000000000,28300000000,2400000000,21300000000,8500000000,0,39200000000,12800000000,-??,-70000000,519000000,649000000,13900000000,-5000000000,8400000000,1700000000,1700000000,5,5,0,0,-470000000,814000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
RPT,Ramco-Gershenson Properties Trust,Consumer Services,2015,Balance Sheet,15400000,-2100000,15400000,36100000,0,0,0,2200000000,-331500000,113100000,159200000,2100000000,0,35800000,0,0,0,1000000000,0,137500000,1200000000,-1800000,92400000,791800000,884200000,79200000,0,0,RPT,2015,Income Statement,246100000,69300000,86700000,90000000,20100000,0,212400000,33700000,1400000,-2500000,40800000,16900000,67200000,-339000,64800000,78800000,79000000,1,1,0,0,-1800000,17700000,0,-3000000,-7300000,63300000,0,39200000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
BJRI,BJ’s Restaurants Inc.,Consumer Services,2015,Balance Sheet,34600000,3900000,34600000,25400000,8900000,24100000,93000000,907600000,-345800000,4700000,21300000,681700000,33000000,0,17200000,37800000,116900000,100500000,-46700000,14900000,365200000,0,0,316500000,316500000,24700000,0,0,BJRI,2015,Income Statement,919600000,544000000,59400000,316200000,253100000,0,856500000,63100000,2900000,-400000,1200000,-2400000,62100000,-16800000,45300000,25700000,26200000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
CMCSA,Comcast Corp.,Consumer Services,2015,Balance Sheet,2300000000,-1600000000,2400000000,6900000000,1200000000,1800000000,12300000000,81800000000,-48100000000,109300000000,116700000000,166600000000,6200000000,3600000000,7000000000,8300000000,18200000000,49000000000,-33600000000,10600000000,111400000000,-250000000,0,52300000000,52300000000,2400000000,0,0,CMCSA,2015,Income Statement,74500000000,22600000000,8700000000,43300000000,27100000000,0,58300000000,16200000000,240000000,-493000000,2700000000,328000000,13400000000,-5000000000,8200000000,2500000000,2500000000,3,3,0,0,-250000000,-325000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
JCTCF,Jewett-Cameron Trading Company Ltd.,Consumer Services,2015,Balance Sheet,4400000,88800,4400000,3700000,8400000,0,17200000,5800000,-3500000,223300,223300,19800000,985000,0,1000000,1100000,2100000,0,-34300,0,2200000,0,0,17500000,17500000,2500000,746000,0,JCTCF,2015,Income Statement,42200000,37200000,281800,4700000,1800000,0,39300000,2900000,26700,-??,0,5300,3000000,-1200000,1800000,2600000,2600000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
SBUX,Starbucks Corp.,Consumer Services,2015,Balance Sheet,1500000000,-178300000,1600000000,719000000,1300000000,715900000,4400000000,9600000000,-5600000000,2100000000,2500000000,12400000000,684200000,0,677000000,2100000000,3700000000,2300000000,-761100000,407100000,6600000000,-1900000,0,5800000000,5800000000,1500000000,0,0,SBUX,2015,Income Statement,19100000000,13700000000,933800000,4600000000,1200000000,0,15800000000,3400000000,392800000,-86900000,77300000,42200000,3900000000,-1100000000,2800000000,1500000000,1500000000,2,2,0,0,-1900000,249900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
CZR,Caesars Entertainment Corporation,Consumer Services,2015,Balance Sheet,1400000000,-1500000000,1400000000,225000000,21000000,128000000,1800000000,9100000000,-1500000000,2200000000,2700000000,12200000000,179000000,187000000,437000000,1500000000,2000000000,6800000000,-963000000,188000000,10000000000,-132000000,0,987000000,987000000,145000000,0,0,CZR,2015,Income Statement,4700000000,2000000000,401000000,2200000000,1500000000,0,4100000000,574000000,6100000000,-1000000,696000000,0,6000000000,-55000000,5900000000,145000000,147000000,40,40,-7000000,0,-132000000,0,0,152000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,12,0,0
MHH,Mastech Holdings Inc.,Consumer Services,2015,Balance Sheet,848000,-1700000,848000,19200000,0,804000,20800000,2100000,-1500000,16600000,16900000,38500000,2200000,1800000,1600000,2000000,11900000,10700000,-92000,0,22700000,0,0,15800000,15800000,4400000,0,0,MHH,2015,Income Statement,123500000,99500000,660000,23400000,17700000,0,117800000,5700000,68000,-929000,258000,-144000,4400000,-1700000,2800000,4300000,4400000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0
MCD,McDonald’s Corp.,Consumer Services,2015,Balance Sheet,7700000000,5600000000,7700000000,1300000000,100100000,558700000,9600000000,37700000000,-14600000000,2500000000,3900000000,37900000000,874700000,0,233100000,542100000,3000000000,24100000000,-1200000000,2100000000,30900000000,0,0,7100000000,7100000000,906800000,0,0,MCD,2015,Income Statement,25400000000,8400000000,1600000000,15500000000,8100000000,0,18100000000,7300000000,76400000,-235100000,647200000,174000000,6600000000,-2000000000,4500000000,939400000,944600000,5,5,0,0,0,-146800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0
AHH,Armada Hoffler Properties Inc.,Finance,2015,Balance Sheet,29800000,-474000,29800000,46100000,0,0,0,0,0,23800000,102900000,689500000,0,32600000,0,0,0,344900000,0,78800000,463800000,-11500000,0,49500000,49500000,30100000,0,0,AHH,2015,Income Statement,253200000,192300000,23900000,37000000,8400000,0,239900000,13300000,0,-1900000,14300000,19600000,31100000,-34000,19600000,26000000,26000000,1,1,0,0,-11500000,0,0,0,0,171300000,0,13300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0
AROW,Arrow Financial Corporation,Finance,2015,Balance Sheet,0,4800000,0,0,0,0,0,0,0,25000000,78000000,2500000000,0,105200000,0,0,0,75000000,-3400000,18200000,2200000000,0,0,214000000,214000000,13000000,0,34800000,AROW,2015,Income Statement,98900000,0,6300000,0,0,0,63600000,35300000,-??,-??,1700000,0,35300000,-10600000,24700000,12900000,12900000,2,2,0,0,0,0,0,0,0,2000000,1300000,4800000,70700000,28100000,57400000,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0
BAC,Bank of America Corp. Corporation,Finance,2015,Balance Sheet,0,20800000000,0,0,0,0,0,0,0,76600000000,215200000000,2200000000000,0,245700000000,143000000000,0,0,193400000000,-24500000000,248400000000,1900000000000,0,22300000000,233900000000,256200000000,10400000000,0,167100000000,BAC,2015,Income Statement,92100000000,0,2400000000,0,0,0,69200000000,22900000000,-??,-1300000000,7500000000,287000000,22200000000,-6300000000,15900000000,10500000000,11200000000,1,1,0,0,0,261000000,0,13300000000,-1500000000,2000000000,3200000000,9700000000,49800000000,42300000000,56400000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
BYBK,Bay Bancorp Inc.,Finance,2015,Balance Sheet,0,17500000,0,0,0,0,0,0,0,2600000,12000000,492800000,0,52300000,2900000,0,0,0,-2700000,2900000,425200000,0,0,67700000,67700000,11100000,0,34400000,BYBK,2015,Income Statement,28600000,0,1600000,0,0,0,25200000,3400000,-??,-292800,72400,0,3100000,-1100000,1900000,11000000,11200000,0,0,0,0,0,0,0,0,0,659000,1100000,1800000,23200000,5400000,22200000,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
CARV,Carver Bancorp Inc.,Finance,2015,Balance Sheet,0,-71600000,0,0,0,0,0,0,0,210000,11300000,676400000,0,40000000,0,0,0,43400000,0,9800000,621400000,-281000,45100000,9900000,55000000,3700000,0,51200000,CARV,2015,Income Statement,27900000,0,1100000,0,0,0,27700000,249000,-??,-??,1100000,0,249000,-166000,364000,3700000,3700000,0,0,0,0,-281000,0,0,0,0,1300000,-3000000,3900000,22300000,5600000,26700000,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0
CFBK,Central Federal Corporation,Finance,2015,Balance Sheet,0,-2300000,0,0,0,0,0,0,0,0,10100000,351300000,0,5000000,0,0,0,14700000,0,2900000,313000000,0,5000,38300000,38300000,16100000,0,25900000,CFBK,2015,Income Statement,14000000,0,236000,0,0,0,12700000,1300000,-??,-??,396000,0,1300000,-3200000,4500000,15900000,22700000,0,0,0,0,0,0,0,0,0,1100000,250000,2600000,12400000,1600000,9900000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
CPF,Central Pacific Financial Corp.,Finance,2015,Balance Sheet,0,-5800000,0,0,0,0,0,0,0,25200000,205800000,5100000000,0,69000000,0,0,0,92800000,-82000000,41000000,4600000000,0,0,494600000,494600000,31400000,0,71800000,CPF,2015,Income Statement,193400000,0,12700000,0,0,0,121000000,72400000,-??,-??,2900000,0,73000000,-27100000,45900000,32200000,32700000,1,1,0,0,0,578000,0,0,0,9500000,-18600000,6500000,156000000,37400000,133200000,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0
C,Citigroup Inc.,Finance,2015,Balance Sheet,0,-11200000000,0,0,0,0,0,0,0,27900000000,122200000000,1700000000000,0,211100000000,0,0,0,157700000000,-47800000000,230000000000,1500000000000,-90000000,16700000000,205100000000,221900000000,3000000000,0,120800000000,C,2015,Income Statement,87900000000,0,3500000000,0,0,0,62800000000,25100000000,-??,-265000000,5000000000,0,24800000000,-7400000000,17000000000,3000000000,3000000000,5,5,-54000000,0,-90000000,0,0,15700000000,-769000000,12500000000,7100000000,11900000000,58600000000,29300000000,43700000000,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0
CZFC,Citizens First Corporation,Finance,2015,Balance Sheet,0,3900000,0,0,0,0,0,0,0,4400000,13000000,432600000,0,12000000,0,0,0,8000000,-1300000,2300000,393100000,0,7700000,31900000,39500000,2000000,0,8900000,CZFC,2015,Income Statement,20900000,0,622000,0,0,0,15600000,5300000,-??,-63000,378000,-262000,5000000,-1400000,3600000,2000000,2600000,1,1,0,0,0,0,0,0,0,636000,135000,2600000,17700000,3300000,12900000,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
CSBK,Clifton Bancorp Inc.,Finance,2015,Balance Sheet,0,-143300000,0,0,0,0,0,0,0,0,60500000,1200000000,0,65000000,5100000,0,0,42500000,-4000000,11900000,819000000,0,0,368000000,368000000,27300000,0,12600000,CSBK,2015,Income Statement,39500000,0,594000,0,0,0,26900000,12600000,-??,-??,2300000,0,12600000,-4100000,8600000,25500000,25700000,0,0,0,0,0,0,0,0,0,2100000,717000,9000000,35200000,4300000,17100000,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
FCBC,First Community Bancshares Inc.,Finance,2015,Balance Sheet,0,-185900000,0,0,0,0,0,0,0,105700000,189900000,2500000000,0,113600000,0,0,0,105800000,-16200000,26600000,2100000000,0,0,343000000,343000000,18100000,0,37400000,FCBC,2015,Income Statement,127100000,0,5300000,0,0,0,90900000,36300000,-??,-345000,3500000,0,35900000,-11400000,24500000,18500000,18700000,1,1,0,0,0,0,0,0,0,-748000,2200000,11300000,96100000,31000000,77300000,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
GLRE,Greenlight Capital Reinsurance Ltd.,Finance,2015,Balance Sheet,1300000000,100100000,0,0,0,0,0,0,0,0,104000000,2700000000,0,0,0,0,0,0,0,1300000000,1900000000,-5500000,0,825400000,825400000,37000000,0,0,GLRE,2015,Income Statement,426700000,0,405000,0,139200000,0,725600000,-298900000,-??,-??,0,-34800000,-333700000,-1800000,-326400000,36700000,36700000,-9,-9,0,0,-5500000,0,0,0,0,0,0,0,0,0,0,116200000,408400000,317100000,0,0,0,0,0,0,0,0,-1,0,3,0,0
JPM,JP Morgan Chase & Co.,Finance,2015,Balance Sheet,0,-7300000000,0,0,0,0,0,0,0,54900000000,157200000000,2400000000000,0,256400000000,0,0,0,263500000000,-3000000000,304500000000,2100000000000,0,26100000000,221500000000,247600000000,3700000000,0,20500000000,JPM,2015,Income Statement,98000000000,0,4900000000,0,0,0,67300000000,30700000000,-??,-22000000,5000000000,0,30700000000,-6300000000,23900000000,3700000000,3700000000,6,6,0,0,0,0,0,20600000000,-1500000000,2100000000,3800000000,7500000000,51000000000,47000000000,56000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0
NFBK,Northfield Bancorp Inc.,Finance,2015,Balance Sheet,0,-24900000,0,0,0,0,0,0,0,16200000,154300000,3200000000,0,146200000,14000000,0,0,411900000,-31100000,24800000,2600000000,0,0,559800000,559800000,45600000,0,15300000,NFBK,2015,Income Statement,109700000,0,3600000,0,0,0,78200000,31500000,-??,-??,6800000,0,31500000,-12000000,19500000,42300000,43500000,0,0,0,0,0,0,0,0,0,4300000,353000,19700000,101800000,7900000,58100000,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
PYDS,Payment Data Systems Inc.,Finance,2015,Balance Sheet,22000000,1300000,22000000,1100000,0,39900000,63100000,4600000,-1500000,341800,544700,68400000,143200,0,552600,59100000,59200000,0,-1600000,0,59200000,0,0,9100000,9100000,12000000,0,0,PYDS,2015,Income Statement,14400000,9400000,496400,4500000,3500000,0,13400000,946900,-??,-??,0,65500,1100000,-75300,1000000,7400000,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0
RY,Royal Bank of Canada,Finance,2015,Balance Sheet,0,-4000000000,0,0,0,0,0,0,0,9300000000,22400000000,821000000000,0,101600000000,4900000000,0,0,20200000000,-1400000000,129900000000,772200000000,-81100000,3900000000,43600000000,47500000000,1400000000,0,27100000000,RY,2015,Income Statement,35100000000,0,995000000,0,0,0,25000000000,10100000000,-??,-114800000,192700000,-15300000,10000000000,-2100000000,8000000000,1400000000,1400000000,5,5,0,0,-81100000,0,119700000,5400000000,-153400000,4700000000,881000000,6400000000,18300000000,16900000000,17700000000,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0
SIEB,Siebert Financial Corporation,Finance,2015,Balance Sheet,9400000,1100000,9400000,6800000,0,0,0,968000,-594000,0,634000,17800000,0,0,0,0,0,0,0,2100000,2100000,0,0,15700000,15700000,22100000,0,0,SIEB,2015,Income Statement,10100000,955000,284000,8900000,5800000,0,13200000,-3100000,-??,-??,0,0,-3100000,-275000,-2900000,22100000,22100000,0,0,-52000,0,0,0,0,0,0,0,0,0,326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TD,Toronto-Dominion Bank,Finance,2015,Balance Sheet,0,299600000,0,0,0,0,0,0,0,14500000000,40200000000,844100000000,0,64100000000,5000000000,0,0,32600000000,-1200000000,117800000000,792900000000,-89900000,2100000000,47900000000,50000000000,1900000000,0,2400000000,TD,2015,Income Statement,30200000000,0,1000000000,0,0,0,22200000000,8000000000,-??,-587100000,789400000,0,7400000000,-1200000000,6400000000,1800000000,1900000000,3,3,0,0,-89900000,0,302800000,6600000000,-79500000,3200000000,1400000000,4900000000,19900000000,10200000000,16000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0
USB,U.S. Bancorp,Finance,2015,Balance Sheet,0,493000000,0,0,0,0,0,0,0,12700000000,42000000000,425700000000,0,27900000000,0,0,0,32100000000,-1500000000,13200000000,378900000000,-54000000,5500000000,40600000000,46100000000,1700000000,0,11100000000,USB,2015,Income Statement,20600000000,0,481000000,0,0,0,12500000000,8000000000,-??,-1000000,944000000,0,8000000000,-2100000000,5900000000,1800000000,1800000000,3,3,0,0,-54000000,0,0,3700000000,-247000000,565000000,1100000000,1400000000,12400000000,8200000000,10000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
GROW,US Global Investors Inc.,Finance,2015,Balance Sheet,3500000,-2400000,3500000,1800000,0,0,0,7000000,-4300000,41000,484000,30800000,0,0,704000,0,0,0,0,1600000,1600000,-54000,0,28600000,28600000,15400000,0,0,GROW,2015,Income Statement,9300000,2100000,327000,6900000,4700000,0,13000000,-3600000,-??,-247000,0,71000,-3200000,-822000,-4000000,15400000,15400000,0,0,0,0,-54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WFC,Wells Fargo & Co.,Finance,2015,Balance Sheet,0,-460000000,0,0,0,0,0,0,0,42400000000,109500000000,1800000000000,0,129400000000,66100000000,0,0,167600000000,-7300000000,66100000000,1600000000000,-382000000,22200000000,170800000000,193000000000,5100000000,0,19100000000,WFC,2015,Income Statement,90700000000,0,3300000000,0,0,0,56600000000,34100000000,-??,-559000000,3000000000,75000000,33600000000,-10400000000,22900000000,5100000000,5200000000,4,4,0,0,-382000000,0,0,14000000000,-1400000000,7200000000,2400000000,4000000000,49300000000,41500000000,50200000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
WBK,Westpac Banking Corporation,Finance,2015,Balance Sheet,0,-8600000000,0,0,0,0,0,0,0,8100000000,0,571000000000,0,31600000000,0,0,0,104700000000,-626400000,62200000000,533100000000,-43800000,0,37300000000,37300000000,3200000000,0,11300000000,WBK,2015,Income Statement,30200000000,0,1300000000,0,0,0,22200000000,8000000000,-??,-??,3600000000,895700000,8900000000,-2600000000,6300000000,3100000000,3300000000,2,2,0,0,-43800000,0,3900000,2900000000,0,0,589600000,14100000000,25300000000,4900000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
WRLD,World Acceptance Corporation,Finance,2015,Balance Sheet,38300000,18800000,38300000,0,0,0,0,64800000,-38900000,9500000,22200000,886800000,0,0,0,0,0,501200000,-37300000,49400000,571300000,0,0,315600000,315600000,9000000,0,0,WRLD,2015,Income Statement,610200000,0,7300000,0,243100000,0,434200000,176000000,-??,-??,23300000,0,176000000,-65200000,110800000,9100000,9300000,12,12,0,0,0,0,0,0,0,85900000,118800000,23300000,524300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
YRD,Yirendai Ltd.,Finance,2015,Balance Sheet,205400000,204400000,244200000,56800000,0,0,0,0,0,0,7500000,338100000,0,0,0,0,0,0,-27200000,84800000,187300000,0,0,150800000,150800000,58500000,0,0,YRD,2015,Income Statement,209700000,15500000,578600,193600000,129400000,0,145500000,64200000,-??,-??,0,0,64200000,-20400000,43800000,50300000,50300000,1,1,0,0,0,0,0,0,0,209000000,0,0,762500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
CFNL,Cardinal Financial Corporation,Finance,2015,Balance Sheet,0,1100000,0,0,0,0,0,0,0,36600000,93400000,4000000000,0,218600000,0,0,0,331900000,-8000000,33500000,3600000000,0,0,413100000,413100000,32400000,0,24800000,CFNL,2015,Income Statement,186500000,0,4100000,0,0,0,117600000,68900000,3000000,-472000,7700000,0,71400000,-24100000,47300000,32700000,33200000,1,1,0,0,0,0,0,0,0,40300000,1400000,24100000,140500000,46100000,92200000,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0
LYG,Lloyds Banking Group PLC,Finance,2015,Balance Sheet,0,10400000000,0,0,0,0,0,0,0,5700000000,34200000000,1200000000000,0,64000000000,0,0,0,125800000000,-5900000000,312300000000,1100000000000,-146400000,0,60800000000,60800000000,17800000000,0,87100000000,LYG,2015,Income Statement,46800000000,0,3200000000,0,0,0,43700000000,3100000000,634500000,-1200000000,4100000000,0,2500000000,-1000000000,832800000,17800000000,18100000000,0,0,0,0,-146400000,0,-4600000,15500000000,0,9800000000,588800000,9600000000,26900000000,19900000000,33500000000,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0
HSBC,HSBC Holdings PLC,Finance,2015,Balance Sheet,0,-84100000000,0,0,0,0,0,0,0,24600000000,251300000000,2400000000000,0,128300000000,0,0,0,81300000000,-4300000000,706800000000,2200000000000,-1600000000,1400000000,171900000000,173300000000,3900000000,0,133100000000,HSBC,2015,Income Statement,87600000000,0,2200000000,0,0,0,71000000000,16600000000,77900000,-244500000,5800000000,-190600000,16300000000,-3800000000,13500000000,3900000000,3900000000,3,3,0,0,-1600000000,0,2600000000,29200000000,-948200000,11500000000,3600000000,14600000000,47200000000,40400000000,52800000000,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0
ACPW,Active Power Inc,Public Utilities,2015,Balance Sheet,12300000,-2600000,12300000,8800000,6500000,792000,28400000,21200000,-19300000,0,278000,30600000,2900000,5500000,1400000,6100000,16500000,0,0,0,17000000,0,0,13600000,13600000,23100000,0,0,ACPW,2015,Income Statement,57400000,39600000,997000,16800000,22900000,5700000,63500000,-6100000,-??,-??,375000,-24000,-6500000,0,-6500000,23100000,23100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
AZUR,Azure Midstream Partners LP,Public Utilities,2015,Balance Sheet,7500000,7500000,7500000,11000000,0,339000,18900000,509800000,-24700000,59600000,63200000,567200000,6300000,0,0,0,6300000,231700000,-1100000,11600000,250800000,-8100000,0,311300000,311300000,21800000,0,0,AZUR,2015,Income Statement,80600000,39200000,21000000,20500000,13400000,0,73500000,7100000,-??,-216600000,11300000,-916000,-221700000,-686000,-207200000,20300000,20300000,-10,-10,0,0,-8100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,2,0,0
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,2015,Balance Sheet,3100000,-3500000,3100000,135100000,10700000,4000000,169800000,9700000000,-2100000000,291300000,476100000,8300000000,105100000,500000,39700000,128300000,314400000,3500000000,0,80300000,4000000000,-4500000,0,4200000000,4200000000,250300000,16900000,0,BWP,2015,Income Statement,1200000000,308800000,323700000,616700000,130400000,0,853500000,395700000,-??,-400000,182200000,5600000,222500000,-500000,217500000,248800000,248800000,1,1,0,0,-4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CHL,China Mobile Ltd.,Public Utilities,2015,Balance Sheet,12300000000,959400000,65000000000,3700000000,1500000000,8100000000,78400000000,217900000000,-114200000000,5600000000,9700000000,219900000000,37600000000,1100000000,9500000000,36300000000,77200000000,769200000,-734400000,0,78200000000,-18500000,0,141300000000,141300000000,4100000000,0,0,CHL,2015,Income Statement,106300000000,32800000000,21800000000,51700000000,34000000000,0,88700000000,17600000000,-??,-1200000000,72400000,2800000000,22900000000,-5600000000,17300000000,4100000000,4100000000,4,4,0,0,-18500000,1300000000,0,43300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
DUK,Duke Energy Corporation,Public Utilities,2015,Balance Sheet,857000000,-1200000000,857000000,2500000000,3800000000,1200000000,8300000000,113400000000,-37700000000,16600000000,30600000000,121200000000,2400000000,5700000000,430000000,2700000000,11400000000,37500000000,-12600000000,8000000000,81400000000,-15000000,0,39700000000,39700000000,688000000,0,0,DUK,2015,Income Statement,23400000000,13100000000,3600000000,6700000000,0,0,17900000000,5600000000,-??,-262000000,1700000000,332000000,4100000000,-1300000000,2900000000,694000000,694000000,4,4,65000000,-45000000,-15000000,69000000,0,1100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
GLOW,Glowpoint Inc.,Public Utilities,2015,Balance Sheet,1800000,-174000,1800000,2700000,0,0,5000000,14400000,-11400000,12000000,12200000,20600000,385000,400000,956000,1700000,2800000,10800000,-309000,0,14200000,0,100000,6300000,6400000,35900000,539000,0,GLOW,2015,Income Statement,25500000,14800000,2200000,8500000,8800000,1400000,25900000,-351000,-??,-138000,1500000,-10000,-2000000,-170000,-2100000,35400000,35400000,0,0,0,0,0,0,0,0,-18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
GXP,Great Plains Energy Inc.,Public Utilities,2015,Balance Sheet,11300000,-1700000,13400000,326500000,274100000,31000000,645000000,13400000000,-4900000000,332400000,1400000000,12100000000,352900000,410100000,44700000,79700000,915700000,3700000000,-1200000000,367300000,8400000000,0,39000000,3700000000,3700000000,154400000,0,0,GXP,2015,Income Statement,2500000000,1300000000,404900000,761400000,0,0,2000000000,542300000,-??,-12200000,190100000,-5500000,334500000,-122700000,213000000,154200000,154800000,1,1,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
OTEL,Otelco Inc.,Public Utilities,2015,Balance Sheet,6900000,1800000,6900000,6900000,1900000,57000,18500000,288700000,-238900000,47300000,48400000,118600000,1200000,3000000,5200000,6700000,10900000,97100000,-26200000,27000,134700000,0,0,-16200000,-16200000,3200000,2800000,0,OTEL,2015,Income Statement,71100000,33100000,8900000,29100000,9800000,0,51800000,19300000,-??,0,7900000,1100000,12400000,-4900000,7500000,3200000,3300000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-7,0,0
STR,Questar Corporation,Public Utilities,2015,Balance Sheet,25000000,-7000000,25000000,168000000,73500000,173600000,440100000,6200000000,-2300000000,9800000,65100000,4400000000,113700000,709000000,50700000,117500000,940200000,1000000000,-779500000,148300000,3100000000,0,0,1300000000,1300000000,175000000,0,0,STR,2015,Income Statement,1100000000,349300000,223500000,560700000,109000000,0,733100000,400400000,-??,-29200000,62700000,5500000,319300000,-110600000,208700000,176100000,176300000,1,1,0,0,0,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
ZHNE,Zhone Technologies Inc.,Public Utilities,2015,Balance Sheet,10100000,-1400000,10100000,28200000,14800000,1900000,55000000,16700000,-15400000,0,249000,56600000,10100000,5000000,0,4300000,20800000,0,0,1700000,22500000,0,0,34200000,34200000,33800000,0,0,ZHNE,2015,Income Statement,100800000,61200000,767000,38800000,38200000,14100000,100200000,552000,-??,-2300000,88000,7000,-1800000,-188000,-2000000,32900000,32900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
